session_number,country,sessions_count,avg_session_duration_sec,avg_session_duration_min
144,UA,11,696.7272727272727,11.612121212121213
144,US,1704,727.3509389671361,12.12251564945227
144,UY,2,252.5,4.208333333333333
144,UZ,2,235.0,3.9166666666666665
144,Unknown,1343,708.5309009679821,11.808848349466368
144,VI,2,75.0,1.25
144,YE,1,239.0,3.9833333333333334
144,ZA,5,886.2,14.770000000000001
145,AE,2,504.0,8.4
145,AF,1,1955.0,32.583333333333336
145,AM,2,655.5,10.925
145,AO,1,180.0,3.0
145,AR,27,625.4814814814815,10.424691358024692
145,AT,4,200.0,3.3333333333333335
145,AU,18,724.6111111111111,12.07685185185185
145,AW,1,456.0,7.6
145,AZ,2,39.0,0.65
145,BD,3,897.3333333333334,14.955555555555556
145,BE,3,146.66666666666666,2.444444444444444
145,BG,4,519.75,8.6625
145,BJ,1,2167.0,36.11666666666667
145,BN,2,1501.5,25.025
145,BO,3,126.66666666666667,2.111111111111111
145,BR,103,796.5825242718447,13.276375404530745
145,BS,1,54.0,0.9
145,BY,3,770.6666666666666,12.844444444444443
145,CA,39,786.6666666666666,13.11111111111111
145,CH,1,381.0,6.35
145,CL,15,575.0,9.583333333333334
145,CN,4,1415.5,23.591666666666665
145,CO,7,538.8571428571429,8.980952380952381
145,CR,2,665.5,11.091666666666667
145,CY,1,845.0,14.083333333333334
145,CZ,3,175.0,2.9166666666666665
145,DE,31,771.516129032258,12.858602150537633
145,DO,1,486.0,8.1
145,EC,1,2135.0,35.583333333333336
145,EG,1,406.0,6.766666666666667
145,ES,27,781.0370370370371,13.017283950617285
145,FI,1,2132.0,35.53333333333333
145,FM,1,1282.0,21.366666666666667
145,FR,28,466.75,7.779166666666667
145,GB,53,816.2641509433962,13.60440251572327
145,GE,4,614.75,10.245833333333334
145,GH,1,240.0,4.0
145,GR,3,753.0,12.55
145,GT,1,297.0,4.95
145,HK,5,486.2,8.103333333333333
145,HN,2,1046.0,17.433333333333334
145,HU,1,770.0,12.833333333333334
145,ID,21,863.0952380952381,14.384920634920634
145,IE,2,1314.5,21.908333333333335
145,IL,4,97.5,1.625
145,IN,130,570.4384615384615,9.507307692307693
145,IT,40,717.625,11.960416666666667
145,JM,1,25.0,0.4166666666666667
145,JO,3,190.0,3.1666666666666665
145,JP,287,906.0,15.1
145,KG,2,320.5,5.341666666666667
145,KR,53,790.8679245283018,13.181132075471698
145,KW,1,220.0,3.6666666666666665
145,KZ,5,2963.8,49.39666666666667
145,LB,2,628.5,10.475
145,ME,1,610.0,10.166666666666666
145,MM,1,3853.0,64.21666666666667
145,MQ,1,590.0,9.833333333333334
145,MX,43,576.953488372093,9.615891472868217
145,MY,3,257.6666666666667,4.294444444444445
145,NG,2,389.5,6.491666666666666
145,NI,2,1083.0,18.05
145,NL,3,330.3333333333333,5.5055555555555555
145,NO,1,1464.0,24.4
145,NP,1,410.0,6.833333333333333
145,NZ,3,286.6666666666667,4.777777777777778
145,PA,1,91.0,1.5166666666666666
145,PE,7,338.57142857142856,5.642857142857142
145,PH,23,598.0434782608696,9.967391304347826
145,PK,1,255.0,4.25
145,PL,8,483.875,8.064583333333333
145,PR,5,488.8,8.146666666666667
145,PT,1,383.0,6.383333333333334
145,QA,1,414.0,6.9
145,RE,1,505.0,8.416666666666666
145,RO,6,492.3333333333333,8.205555555555556
145,RS,4,469.25,7.820833333333334
145,RU,83,700.5301204819277,11.67550200803213
145,SA,4,798.5,13.308333333333334
145,SD,1,261.0,4.35
145,SE,1,54.0,0.9
145,SG,10,478.5,7.975
145,SI,1,1622.0,27.033333333333335
145,SK,3,243.33333333333334,4.055555555555555
145,SV,1,531.0,8.85
145,TH,5,288.2,4.803333333333333
145,TJ,1,21.0,0.35
145,TN,2,429.5,7.158333333333333
145,TR,7,306.42857142857144,5.107142857142858
145,TT,3,167.66666666666666,2.7944444444444443
145,TW,21,597.2380952380952,9.953968253968252
145,UA,11,626.0,10.433333333333334
145,US,1670,687.859880239521,11.46433133732535
145,UY,2,204.0,3.4
145,UZ,2,1065.5,17.758333333333333
145,Unknown,1319,651.1713419257013,10.852855698761688
145,VI,2,215.0,3.5833333333333335
145,YE,1,78.0,1.3
145,ZA,5,338.0,5.633333333333334
146,AE,2,439.0,7.316666666666666
146,AF,1,3988.0,66.46666666666667
146,AM,2,800.0,13.333333333333334
146,AO,1,170.0,2.8333333333333335
146,AR,27,587.8518518518518,9.797530864197531
146,AT,4,694.0,11.566666666666666
146,AU,17,1035.5294117647059,17.258823529411764
146,AW,1,30.0,0.5
146,AZ,2,3469.0,57.81666666666667
146,BD,3,545.0,9.083333333333334
146,BE,3,178.66666666666666,2.9777777777777774
146,BG,4,950.25,15.8375
146,BJ,1,85.0,1.4166666666666667
146,BN,2,664.0,11.066666666666666
146,BO,3,425.6666666666667,7.094444444444445
146,BR,101,722.4851485148515,12.041419141914192
146,BS,1,129.0,2.15
146,BY,3,110.33333333333333,1.8388888888888888
146,CA,38,614.1842105263158,10.23640350877193
146,CH,1,600.0,10.0
146,CL,15,406.4,6.7733333333333325
146,CN,4,1617.5,26.958333333333332
146,CO,6,1057.0,17.616666666666667
146,CR,2,1067.0,17.783333333333335
146,CY,1,20.0,0.3333333333333333
146,CZ,3,752.6666666666666,12.544444444444444
146,DE,29,1015.4827586206897,16.92471264367816
146,DO,1,1886.0,31.433333333333334
146,EC,1,2835.0,47.25
146,EG,1,591.0,9.85
146,ES,27,774.4074074074074,12.90679012345679
146,FI,1,745.0,12.416666666666666
146,FM,1,2858.0,47.63333333333333
146,FR,28,687.6785714285714,11.461309523809524
146,GB,50,556.46,9.274333333333335
146,GE,4,842.75,14.045833333333333
146,GH,1,566.0,9.433333333333334
146,GR,3,190.0,3.1666666666666665
146,GT,1,578.0,9.633333333333333
146,HK,5,951.0,15.85
146,HN,2,122.0,2.033333333333333
146,HU,1,150.0,2.5
146,ID,20,928.5,15.475
146,IE,2,1264.5,21.075
146,IL,4,211.75,3.529166666666667
146,IN,127,540.9212598425197,9.015354330708663
146,IT,40,903.975,15.06625
146,JM,1,175.0,2.9166666666666665
146,JO,3,163.66666666666666,2.7277777777777774
146,JP,280,816.0107142857142,13.60017857142857
146,KG,2,280.0,4.666666666666667
146,KR,52,823.5192307692307,13.725320512820511
146,KW,1,1390.0,23.166666666666668
146,KZ,5,719.2,11.986666666666668
146,LB,2,2348.0,39.13333333333333
146,ME,1,583.0,9.716666666666667
146,MM,1,295.0,4.916666666666667
146,MQ,1,340.0,5.666666666666667
146,MX,43,837.6744186046511,13.96124031007752
146,MY,3,512.6666666666666,8.544444444444444
146,NG,1,1566.0,26.1
146,NI,2,438.0,7.3
146,NL,3,112.33333333333333,1.8722222222222222
146,NO,1,695.0,11.583333333333334
146,NP,1,686.0,11.433333333333334
146,NZ,3,63.0,1.05
146,PE,7,409.42857142857144,6.823809523809524
146,PH,23,925.7826086956521,15.429710144927535
146,PK,1,110.0,1.8333333333333333
146,PL,8,699.375,11.65625
146,PR,5,689.0,11.483333333333333
146,PT,1,320.0,5.333333333333333
146,QA,1,90.0,1.5
146,RE,1,89.0,1.4833333333333334
146,RO,6,568.5,9.475
146,RS,4,240.5,4.008333333333334
146,RU,82,833.8170731707318,13.896951219512196
146,SA,4,820.75,13.679166666666667
146,SD,1,32.0,0.5333333333333333
146,SE,1,331.0,5.516666666666667
146,SG,10,721.4,12.023333333333333
146,SI,1,1794.0,29.9
146,SK,3,104.33333333333333,1.7388888888888887
146,SV,1,321.0,5.35
146,TH,5,418.6,6.9766666666666675
146,TJ,1,447.0,7.45
146,TN,2,342.0,5.7
146,TR,7,180.85714285714286,3.0142857142857142
146,TT,3,259.6666666666667,4.327777777777778
146,TW,21,859.0,14.316666666666666
146,UA,11,494.54545454545456,8.242424242424242
146,US,1638,700.1923076923077,11.669871794871796
146,UY,2,531.5,8.858333333333333
146,UZ,2,107.0,1.7833333333333334
146,Unknown,1294,655.2928902627511,10.921548171045853
146,VI,2,789.0,13.15
146,YE,1,2242.0,37.36666666666667
146,ZA,5,599.6,9.993333333333334
147,AE,2,1031.0,17.183333333333334
147,AM,2,883.5,14.725
147,AO,1,111.0,1.85
147,AR,27,479.5925925925926,7.99320987654321
147,AT,4,429.25,7.154166666666667
147,AU,17,829.0,13.816666666666666
147,AW,1,49.0,0.8166666666666667
147,AZ,1,259.0,4.316666666666666
147,BD,3,698.6666666666666,11.644444444444444
147,BE,3,131.66666666666666,2.194444444444444
147,BG,4,908.0,15.133333333333333
147,BJ,1,150.0,2.5
147,BN,1,125.0,2.0833333333333335
147,BO,3,58.0,0.9666666666666667
147,BR,98,562.765306122449,9.379421768707484
147,BS,1,796.0,13.266666666666667
147,BY,3,625.3333333333334,10.422222222222222
147,CA,38,587.6315789473684,9.793859649122806
147,CH,1,275.0,4.583333333333333
147,CL,15,370.6666666666667,6.177777777777778
147,CN,4,505.5,8.425
147,CO,6,325.3333333333333,5.422222222222222
147,CR,2,1929.0,32.15
147,CY,1,150.0,2.5
147,CZ,3,328.6666666666667,5.477777777777778
147,DE,28,833.5,13.891666666666667
147,DO,1,1490.0,24.833333333333332
147,EC,1,432.0,7.2
147,EG,1,38.0,0.6333333333333333
147,ES,27,627.8148148148148,10.46358024691358
147,FI,1,621.0,10.35
147,FM,1,249.0,4.15
147,FR,28,943.8214285714286,15.730357142857143
147,GB,49,711.2244897959183,11.853741496598639
147,GE,4,257.25,4.2875
147,GH,1,667.0,11.116666666666667
147,GR,3,342.0,5.7
147,GT,1,316.0,5.266666666666667
147,HK,5,410.0,6.833333333333333
147,HN,1,411.0,6.85
147,HU,1,203.0,3.3833333333333333
147,ID,20,1302.95,21.715833333333332
147,IE,2,235.0,3.9166666666666665
147,IL,4,107.25,1.7875
147,IN,122,426.55737704918033,7.109289617486339
147,IT,39,757.0769230769231,12.617948717948718
147,JM,1,75.0,1.25
147,JO,3,394.3333333333333,6.572222222222222
147,JP,276,792.9420289855072,13.215700483091787
147,KG,2,275.5,4.591666666666667
147,KR,52,880.7692307692307,14.679487179487179
147,KW,1,2902.0,48.36666666666667
147,KZ,5,492.6,8.21
147,LB,2,365.0,6.083333333333333
147,ME,1,97.0,1.6166666666666667
147,MM,1,590.0,9.833333333333334
147,MQ,1,2321.0,38.68333333333333
147,MX,43,742.046511627907,12.367441860465116
147,MY,2,492.5,8.208333333333334
147,NG,1,540.0,9.0
147,NI,2,140.0,2.3333333333333335
147,NL,3,164.0,2.7333333333333334
147,NO,1,44.0,0.7333333333333333
147,NP,1,325.0,5.416666666666667
147,NZ,3,1801.3333333333333,30.022222222222222
147,PE,7,661.7142857142857,11.028571428571428
147,PH,22,717.4090909090909,11.956818181818182
147,PK,1,376.0,6.266666666666667
147,PL,8,846.0,14.1
147,PR,5,508.6,8.476666666666667
147,PT,1,114.0,1.9
147,QA,1,50.0,0.8333333333333334
147,RE,1,956.0,15.933333333333334
147,RO,6,511.8333333333333,8.530555555555555
147,RS,4,424.5,7.075
147,RU,82,828.4146341463414,13.80691056910569
147,SA,4,687.25,11.454166666666667
147,SD,1,850.0,14.166666666666666
147,SE,1,1508.0,25.133333333333333
147,SG,9,497.1111111111111,8.285185185185185
147,SI,1,90.0,1.5
147,SK,3,840.0,14.0
147,SV,1,576.0,9.6
147,TH,5,251.4,4.19
147,TJ,1,72.0,1.2
147,TN,2,227.5,3.7916666666666665
147,TR,6,314.0,5.233333333333333
147,TT,3,518.0,8.633333333333333
147,TW,20,545.95,9.099166666666667
147,UA,11,553.3636363636364,9.222727272727273
147,US,1620,713.2475308641975,11.887458847736626
147,UY,2,1024.0,17.066666666666666
147,UZ,2,286.5,4.775
147,Unknown,1269,680.869976359338,11.3478329393223
147,VI,2,419.0,6.983333333333333
147,YE,1,65.0,1.0833333333333333
147,ZA,5,565.6,9.426666666666668
148,AE,2,310.5,5.175
148,AM,2,198.0,3.3
148,AO,1,79.0,1.3166666666666667
148,AR,27,1226.8148148148148,20.446913580246914
148,AT,4,567.25,9.454166666666667
148,AU,17,698.1176470588235,11.635294117647058
148,AW,1,1633.0,27.216666666666665
148,AZ,1,571.0,9.516666666666667
148,BD,2,433.0,7.216666666666667
148,BE,3,273.3333333333333,4.555555555555555
148,BG,4,598.5,9.975
148,BJ,1,425.0,7.083333333333333
148,BN,1,20.0,0.3333333333333333
148,BO,3,929.0,15.483333333333333
148,BR,95,683.3684210526316,11.389473684210525
148,BY,3,411.3333333333333,6.855555555555555
148,CA,36,448.1388888888889,7.468981481481482
148,CH,1,55.0,0.9166666666666666
148,CL,15,1375.6666666666667,22.92777777777778
148,CN,4,1061.75,17.695833333333333
148,CO,6,358.6666666666667,5.977777777777778
148,CR,2,1031.5,17.191666666666666
148,CY,1,5454.0,90.9
148,CZ,3,359.3333333333333,5.988888888888889
148,DE,26,861.2307692307693,14.353846153846154
148,DO,1,649.0,10.816666666666666
148,EC,1,325.0,5.416666666666667
148,EG,1,276.0,4.6
148,ES,27,967.5185185185185,16.12530864197531
148,FI,1,1020.0,17.0
148,FM,1,292.0,4.866666666666666
148,FR,27,534.4444444444445,8.907407407407408
148,GB,48,952.25,15.870833333333334
148,GE,4,665.75,11.095833333333333
148,GH,1,260.0,4.333333333333333
148,GR,3,439.0,7.316666666666666
148,GT,1,140.0,2.3333333333333335
148,HK,5,424.4,7.073333333333333
148,HN,1,470.0,7.833333333333333
148,HU,1,2659.0,44.31666666666667
148,ID,20,501.9,8.365
148,IE,2,663.0,11.05
148,IL,4,760.0,12.666666666666666
148,IN,121,594.6528925619834,9.910881542699723
148,IT,38,552.078947368421,9.201315789473684
148,JM,1,236.0,3.933333333333333
148,JO,3,668.3333333333334,11.13888888888889
148,JP,269,845.6877323420074,14.094795539033457
148,KG,2,172.0,2.8666666666666667
148,KR,52,755.6923076923077,12.594871794871796
148,KW,1,2086.0,34.766666666666666
148,KZ,5,498.0,8.3
148,LB,2,266.0,4.433333333333334
148,ME,1,606.0,10.1
148,MM,1,411.0,6.85
148,MQ,1,180.0,3.0
148,MX,42,548.0952380952381,9.134920634920634
148,MY,2,916.0,15.266666666666667
148,NG,1,2632.0,43.86666666666667
148,NI,2,2368.0,39.46666666666667
148,NL,3,193.33333333333334,3.2222222222222223
148,NO,1,70.0,1.1666666666666667
148,NP,1,561.0,9.35
148,NZ,3,2960.6666666666665,49.34444444444444
148,PE,7,864.8571428571429,14.414285714285715
148,PH,21,831.7142857142857,13.86190476190476
148,PK,1,170.0,2.8333333333333335
148,PL,8,452.625,7.54375
148,PR,4,268.75,4.479166666666667
148,PT,1,916.0,15.266666666666667
148,QA,1,895.0,14.916666666666666
148,RE,1,129.0,2.15
148,RO,6,1182.0,19.7
148,RS,4,602.5,10.041666666666666
148,RU,80,712.1875,11.869791666666666
148,SA,4,786.0,13.1
148,SD,1,78.0,1.3
148,SE,1,286.0,4.766666666666667
148,SG,9,1091.0,18.183333333333334
148,SI,1,572.0,9.533333333333333
148,SK,3,348.3333333333333,5.805555555555555
148,SV,1,186.0,3.1
148,TH,5,346.0,5.766666666666667
148,TJ,1,10.0,0.16666666666666666
148,TN,2,823.0,13.716666666666667
148,TR,6,339.3333333333333,5.655555555555555
148,TT,3,240.66666666666666,4.011111111111111
148,TW,19,1099.2105263157894,18.32017543859649
148,UA,11,553.7272727272727,9.228787878787879
148,US,1591,700.9440603394091,11.68240100565682
148,UY,2,499.5,8.325
148,UZ,2,1995.0,33.25
148,Unknown,1246,673.7800963081862,11.229668271803103
148,VI,2,510.5,8.508333333333333
148,YE,1,193.0,3.216666666666667
148,ZA,5,700.0,11.666666666666666
149,AE,2,453.0,7.55
149,AM,2,936.0,15.6
149,AO,1,241.0,4.016666666666667
149,AR,27,537.074074074074,8.951234567901233
149,AT,4,545.0,9.083333333333334
149,AU,17,728.7058823529412,12.145098039215688
149,AW,1,2414.0,40.233333333333334
149,AZ,1,129.0,2.15
149,BD,2,405.0,6.75
149,BE,3,472.0,7.866666666666666
149,BG,4,756.5,12.608333333333333
149,BJ,1,70.0,1.1666666666666667
149,BN,1,160.0,2.6666666666666665
149,BO,3,559.3333333333334,9.322222222222223
149,BR,95,754.3578947368421,12.57263157894737
149,BY,3,151.33333333333334,2.5222222222222226
149,CA,36,698.7222222222222,11.645370370370369
149,CH,1,796.0,13.266666666666667
149,CL,14,712.7857142857143,11.879761904761905
149,CN,4,498.5,8.308333333333334
149,CO,6,543.6666666666666,9.06111111111111
149,CR,2,755.5,12.591666666666667
149,CY,1,451.0,7.516666666666667
149,CZ,3,491.0,8.183333333333334
149,DE,26,829.2692307692307,13.821153846153845
149,DO,1,2551.0,42.516666666666666
149,EC,1,816.0,13.6
149,EG,1,377.0,6.283333333333333
149,ES,27,728.7777777777778,12.146296296296297
149,FI,1,110.0,1.8333333333333333
149,FM,1,622.0,10.366666666666667
149,FR,27,435.48148148148147,7.258024691358025
149,GB,48,787.25,13.120833333333334
149,GE,4,1400.75,23.345833333333335
149,GH,1,30.0,0.5
149,GR,3,155.0,2.5833333333333335
149,GT,1,3315.0,55.25
149,HK,4,2549.75,42.49583333333333
149,HN,1,74.0,1.2333333333333334
149,HU,1,174.0,2.9
149,ID,20,633.0,10.55
149,IE,2,992.0,16.533333333333335
149,IL,4,280.25,4.670833333333333
149,IN,115,577.8608695652174,9.631014492753623
149,IT,37,734.5405405405405,12.242342342342342
149,JM,1,45.0,0.75
149,JO,3,238.66666666666666,3.9777777777777774
149,JP,262,737.263358778626,12.287722646310433
149,KG,2,855.0,14.25
149,KR,51,735.2352941176471,12.253921568627451
149,KW,1,3634.0,60.56666666666667
149,KZ,5,208.0,3.466666666666667
149,LB,2,2235.0,37.25
149,ME,1,305.0,5.083333333333333
149,MM,1,3199.0,53.31666666666667
149,MQ,1,80.0,1.3333333333333333
149,MX,42,707.8571428571429,11.797619047619047
149,MY,2,66.5,1.1083333333333334
149,NG,1,841.0,14.016666666666667
149,NI,1,369.0,6.15
149,NL,3,241.66666666666666,4.027777777777778
149,NO,1,125.0,2.0833333333333335
149,NP,1,344.0,5.733333333333333
149,NZ,3,1219.6666666666667,20.32777777777778
149,PE,6,669.0,11.15
149,PH,21,482.0,8.033333333333333
149,PK,1,151.0,2.5166666666666666
149,PL,8,1575.0,26.25
149,PR,4,855.75,14.2625
149,PT,1,775.0,12.916666666666666
149,QA,1,385.0,6.416666666666667
149,RE,1,1015.0,16.916666666666668
149,RO,6,657.3333333333334,10.955555555555556
149,RS,4,447.0,7.45
149,RU,79,641.9873417721519,10.699789029535866
149,SA,4,793.0,13.216666666666667
149,SD,1,40.0,0.6666666666666666
149,SE,1,1032.0,17.2
149,SG,8,531.25,8.854166666666666
149,SI,1,582.0,9.7
149,SK,3,391.3333333333333,6.522222222222222
149,SV,1,1298.0,21.633333333333333
149,TH,5,344.4,5.739999999999999
149,TJ,1,34.0,0.5666666666666667
149,TN,2,586.5,9.775
149,TR,5,476.2,7.9366666666666665
149,TT,3,408.0,6.8
149,TW,19,569.578947368421,9.49298245614035
149,UA,11,741.1818181818181,12.353030303030302
149,US,1567,756.2699425654116,12.60449904275686
149,UY,2,1335.0,22.25
149,UZ,2,161.0,2.683333333333333
149,Unknown,1218,690.8431855500821,11.514053092501369
149,VI,2,354.5,5.908333333333333
149,YE,1,784.0,13.066666666666666
149,ZA,5,84.4,1.4066666666666667
150,AE,2,187.5,3.125
150,AM,2,1045.0,17.416666666666668
150,AO,1,130.0,2.1666666666666665
150,AR,27,807.4444444444445,13.457407407407407
150,AT,4,300.25,5.004166666666666
150,AU,17,1020.2941176470588,17.004901960784313
150,AW,1,1102.0,18.366666666666667
150,AZ,1,64.0,1.0666666666666667
150,BD,2,1028.5,17.141666666666666
150,BE,3,734.3333333333334,12.238888888888889
150,BG,4,634.75,10.579166666666667
150,BJ,1,792.0,13.2
150,BO,3,816.6666666666666,13.61111111111111
150,BR,95,709.4736842105264,11.824561403508772
150,BY,3,917.3333333333334,15.28888888888889
150,CA,36,622.1666666666666,10.369444444444444
150,CH,1,175.0,2.9166666666666665
150,CL,14,799.5,13.325
150,CN,4,563.0,9.383333333333333
150,CO,6,444.3333333333333,7.405555555555555
150,CR,2,1233.5,20.558333333333334
150,CY,1,280.0,4.666666666666667
150,CZ,3,1486.3333333333333,24.772222222222222
150,DE,25,707.68,11.794666666666666
150,DO,1,1756.0,29.266666666666666
150,EC,1,1633.0,27.216666666666665
150,EG,1,55.0,0.9166666666666666
150,ES,27,379.22222222222223,6.32037037037037
150,FI,1,434.0,7.233333333333333
150,FM,1,6971.0,116.18333333333334
150,FR,26,622.3461538461538,10.372435897435897
150,GB,48,692.8333333333334,11.547222222222222
150,GE,4,863.0,14.383333333333333
150,GH,1,2518.0,41.96666666666667
150,GR,3,702.0,11.7
150,GT,1,566.0,9.433333333333334
150,HK,3,196.66666666666666,3.2777777777777777
150,HN,1,140.0,2.3333333333333335
150,HU,1,1246.0,20.766666666666666
150,ID,19,883.7894736842105,14.72982456140351
150,IE,2,428.0,7.133333333333334
150,IL,4,286.25,4.770833333333333
150,IN,113,515.5575221238938,8.592625368731564
150,IT,37,484.27027027027026,8.071171171171171
150,JM,1,90.0,1.5
150,JO,3,625.3333333333334,10.422222222222222
150,JP,259,756.903474903475,12.615057915057916
150,KG,2,284.0,4.733333333333333
150,KR,51,640.4509803921569,10.674183006535948
150,KZ,5,166.0,2.7666666666666666
150,LB,2,769.0,12.816666666666666
150,ME,1,153.0,2.55
150,MM,1,2692.0,44.86666666666667
150,MQ,1,1328.0,22.133333333333333
150,MX,42,920.5238095238095,15.342063492063492
150,MY,2,1104.5,18.408333333333335
150,NG,1,1112.0,18.533333333333335
150,NI,1,121.0,2.0166666666666666
150,NL,3,440.6666666666667,7.344444444444445
150,NO,1,391.0,6.516666666666667
150,NP,1,430.0,7.166666666666667
150,NZ,3,1167.6666666666667,19.461111111111112
150,PE,6,536.5,8.941666666666666
150,PH,21,762.2857142857143,12.704761904761906
150,PK,1,119.0,1.9833333333333334
150,PL,8,807.625,13.460416666666667
150,PR,4,285.25,4.754166666666666
150,PT,1,756.0,12.6
150,QA,1,430.0,7.166666666666667
150,RE,1,1000.0,16.666666666666668
150,RO,6,958.0,15.966666666666667
150,RS,4,682.25,11.370833333333334
150,RU,78,789.5384615384615,13.158974358974358
150,SA,3,417.0,6.95
150,SD,1,828.0,13.8
150,SE,1,110.0,1.8333333333333333
150,SG,8,375.125,6.252083333333333
150,SI,1,17.0,0.2833333333333333
150,SK,3,1002.6666666666666,16.711111111111112
150,SV,1,1604.0,26.733333333333334
150,TH,5,609.0,10.15
150,TJ,1,124.0,2.066666666666667
150,TN,2,436.5,7.275
150,TR,5,431.6,7.193333333333333
150,TT,3,365.6666666666667,6.094444444444445
150,TW,18,658.7777777777778,10.979629629629631
150,UA,11,1083.6363636363637,18.060606060606062
150,US,1538,718.9772431729518,11.98295405288253
150,UY,2,261.5,4.358333333333333
150,UZ,1,762.0,12.7
150,Unknown,1189,669.0,11.15
150,VI,2,379.5,6.325
150,YE,1,104.0,1.7333333333333334
150,ZA,5,121.6,2.0266666666666664
151,AE,2,520.0,8.666666666666666
151,AM,2,841.5,14.025
151,AO,1,54.0,0.9
151,AR,27,570.1851851851852,9.503086419753087
151,AT,4,941.0,15.683333333333334
151,AU,16,729.0625,12.151041666666666
151,AW,1,430.0,7.166666666666667
151,AZ,1,380.0,6.333333333333333
151,BD,2,165.0,2.75
151,BE,3,676.0,11.266666666666667
151,BG,4,795.25,13.254166666666666
151,BJ,1,235.0,3.9166666666666665
151,BO,3,463.6666666666667,7.727777777777778
151,BR,92,670.75,11.179166666666667
151,BY,3,449.3333333333333,7.488888888888889
151,CA,36,987.8888888888889,16.464814814814815
151,CH,1,65.0,1.0833333333333333
151,CL,14,472.7142857142857,7.878571428571429
151,CN,4,557.75,9.295833333333333
151,CO,6,632.0,10.533333333333333
151,CR,2,884.5,14.741666666666667
151,CY,1,164.0,2.7333333333333334
151,CZ,2,338.5,5.641666666666667
151,DE,25,951.68,15.861333333333333
151,DO,1,758.0,12.633333333333333
151,EC,1,279.0,4.65
151,EG,1,302.0,5.033333333333333
151,ES,27,852.4074074074074,14.20679012345679
151,FI,1,675.0,11.25
151,FM,1,60.0,1.0
151,FR,26,552.7692307692307,9.212820512820512
151,GB,48,680.7083333333334,11.34513888888889
151,GE,4,492.0,8.2
151,GH,1,325.0,5.416666666666667
151,GR,3,230.33333333333334,3.838888888888889
151,GT,1,265.0,4.416666666666667
151,HK,3,2124.3333333333335,35.40555555555556
151,HU,1,40.0,0.6666666666666666
151,ID,19,398.42105263157896,6.640350877192983
151,IE,2,1493.0,24.883333333333333
151,IL,4,1110.0,18.5
151,IN,112,407.94642857142856,6.799107142857142
151,IT,36,873.0833333333334,14.551388888888889
151,JM,1,315.0,5.25
151,JO,3,494.6666666666667,8.244444444444445
151,JP,253,795.2648221343874,13.25441370223979
151,KG,2,695.0,11.583333333333334
151,KR,50,647.76,10.796
151,KZ,5,579.4,9.656666666666666
151,LB,2,1296.0,21.6
151,ME,1,887.0,14.783333333333333
151,MM,1,100.0,1.6666666666666667
151,MQ,1,405.0,6.75
151,MX,38,729.3684210526316,12.156140350877193
151,MY,2,1599.5,26.658333333333335
151,NG,1,500.0,8.333333333333334
151,NI,1,755.0,12.583333333333334
151,NL,3,76.66666666666667,1.277777777777778
151,NO,1,2928.0,48.8
151,NP,1,346.0,5.766666666666667
151,NZ,3,393.3333333333333,6.555555555555555
151,PE,6,642.8333333333334,10.71388888888889
151,PH,21,590.4761904761905,9.841269841269842
151,PK,1,1214.0,20.233333333333334
151,PL,8,762.25,12.704166666666667
151,PR,4,366.5,6.108333333333333
151,PT,1,416.0,6.933333333333334
151,QA,1,64.0,1.0666666666666667
151,RE,1,746.0,12.433333333333334
151,RO,5,785.0,13.083333333333334
151,RS,4,832.75,13.879166666666666
151,RU,77,704.961038961039,11.74935064935065
151,SA,3,1557.6666666666667,25.961111111111112
151,SD,1,120.0,2.0
151,SE,1,741.0,12.35
151,SG,8,2065.5,34.425
151,SI,1,266.0,4.433333333333334
151,SK,3,275.0,4.583333333333333
151,SV,1,235.0,3.9166666666666665
151,TH,5,270.2,4.503333333333333
151,TJ,1,18.0,0.3
151,TN,2,371.5,6.191666666666666
151,TR,5,191.2,3.1866666666666665
151,TT,3,437.0,7.283333333333333
151,TW,18,730.8888888888889,12.181481481481482
151,UA,11,774.5454545454545,12.909090909090908
151,US,1509,714.818422796554,11.913640379942567
151,UY,2,233.0,3.8833333333333333
151,UZ,1,1942.0,32.36666666666667
151,Unknown,1164,702.9149484536083,11.715249140893471
151,VI,2,352.5,5.875
151,YE,1,860.0,14.333333333333334
151,ZA,5,511.4,8.523333333333333
152,AE,2,480.0,8.0
152,AM,2,773.5,12.891666666666667
152,AO,1,190.0,3.1666666666666665
152,AR,25,634.04,10.567333333333332
152,AT,4,367.25,6.120833333333334
152,AU,16,1255.9375,20.932291666666668
152,AW,1,346.0,5.766666666666667
152,AZ,1,1296.0,21.6
152,BD,2,337.0,5.616666666666666
152,BE,2,1328.0,22.133333333333333
152,BG,4,519.25,8.654166666666667
152,BJ,1,960.0,16.0
152,BO,3,299.3333333333333,4.988888888888889
152,BR,91,681.021978021978,11.3503663003663
152,BY,3,116.0,1.9333333333333333
152,CA,36,691.0,11.516666666666667
152,CH,1,110.0,1.8333333333333333
152,CL,14,676.4285714285714,11.273809523809524
152,CN,4,608.0,10.133333333333333
152,CO,5,895.2,14.92
152,CR,2,1259.0,20.983333333333334
152,CY,1,77.0,1.2833333333333334
152,CZ,2,1576.0,26.266666666666666
152,DE,25,775.0,12.916666666666666
152,DO,1,1165.0,19.416666666666668
152,EC,1,81.0,1.35
152,EG,1,91.0,1.5166666666666666
152,ES,27,538.1111111111111,8.968518518518518
152,FI,1,169.0,2.816666666666667
